iteration,best_cost,current_best,path_length
155,8486.0,9912.0,20
156,8486.0,9912.0,20
157,8486.0,9912.0,20
158,8486.0,9912.0,20
159,8486.0,9912.0,20
160,8486.0,9912.0,20
161,8486.0,9912.0,20
162,8486.0,9912.0,20
163,8486.0,9912.0,20
164,8486.0,9912.0,20
165,8486.0,9912.0,20
166,8486.0,9912.0,20
167,8486.0,9912.0,20
168,8486.0,9912.0,20
169,8486.0,9912.0,20
170,8486.0,9912.0,20
171,8486.0,9912.0,20
172,8486.0,9912.0,20
173,8486.0,9912.0,20
174,8486.0,9912.0,20
175,8486.0,9912.0,20
176,8486.0,9912.0,20
177,8486.0,9912.0,20
178,8486.0,9912.0,20
179,8486.0,9912.0,20
180,8486.0,9912.0,20
181,8486.0,9912.0,20
182,8486.0,9912.0,20
183,8486.0,9912.0,20
184,8486.0,9912.0,20
185,8486.0,9912.0,20
186,8486.0,9912.0,20
187,8486.0,9912.0,20
188,8486.0,9912.0,20
189,8486.0,9912.0,20
190,8486.0,9912.0,20
191,8486.0,9912.0,20
192,8486.0,9912.0,20
193,8486.0,9912.0,20
194,8486.0,9912.0,20
195,8486.0,9912.0,20
196,8486.0,9912.0,20
197,8486.0,9912.0,20
198,8486.0,9912.0,20
199,8486.0,9912.0,20
200,8486.0,9912.0,20
201,8486.0,9912.0,20
202,8486.0,9912.0,20
203,8486.0,9912.0,20
204,8486.0,9912.0,20
205,8486.0,9912.0,20
206,8486.0,9912.0,20
207,8486.0,9912.0,20
208,8486.0,9912.0,20
209,8486.0,9912.0,20
210,8486.0,9912.0,20
211,8486.0,9912.0,20
212,8486.0,9912.0,20
213,8486.0,9912.0,20
214,8486.0,9912.0,20
215,8486.0,9912.0,20
216,8486.0,9912.0,20
217,8486.0,9912.0,20
218,8486.0,9912.0,20
219,8486.0,9912.0,20
220,8486.0,9912.0,20
221,8486.0,9912.0,20
222,8486.0,9912.0,20
223,8486.0,9912.0,20
224,8486.0,9912.0,20
225,8486.0,9912.0,20
226,8486.0,9912.0,20
227,8486.0,9912.0,20
228,8486.0,9912.0,20
229,8486.0,9912.0,20
230,8486.0,9912.0,20
231,8486.0,9912.0,20
232,8486.0,9912.0,20
233,8486.0,9912.0,20
234,8486.0,9912.0,20
235,8486.0,9912.0,20
236,8486.0,9912.0,20
237,8486.0,9912.0,20
238,8486.0,9912.0,20
239,8486.0,9912.0,20
240,8486.0,9912.0,20
241,8486.0,9912.0,20
242,8486.0,9912.0,20
243,8486.0,9912.0,20
244,8486.0,9912.0,20
245,8486.0,9912.0,20
246,8486.0,9912.0,20
247,8486.0,9912.0,20
248,8486.0,9912.0,20
249,8486.0,9912.0,20
250,8486.0,9912.0,20
251,8486.0,9912.0,20
252,8486.0,9912.0,20
253,8486.0,9912.0,20
254,8486.0,9912.0,20
255,8486.0,9912.0,20
256,8486.0,9912.0,20
257,8486.0,9912.0,20
258,8486.0,9912.0,20
259,8486.0,9912.0,20
260,8486.0,9912.0,20
261,8486.0,9912.0,20
262,8486.0,9912.0,20
263,8486.0,9912.0,20
264,8486.0,9912.0,20
265,8486.0,9912.0,20
266,8486.0,9912.0,20
267,8486.0,9912.0,20
268,8486.0,9912.0,20
269,8486.0,9912.0,20
270,8486.0,9912.0,20
271,8486.0,9912.0,20
272,8486.0,9912.0,20
273,8486.0,9912.0,20
274,8486.0,9912.0,20
275,8486.0,9912.0,20
276,8486.0,9912.0,20
277,8486.0,9912.0,20
278,8486.0,9912.0,20
279,8486.0,9912.0,20
280,8486.0,9912.0,20
281,8486.0,9912.0,20
282,8486.0,9912.0,20
283,8486.0,9912.0,20
284,8486.0,9912.0,20
285,8486.0,9912.0,20
286,8486.0,9912.0,20
287,8486.0,9912.0,20
288,8486.0,9912.0,20
289,8486.0,9912.0,20
290,8486.0,9912.0,20
291,8486.0,9912.0,20
292,8486.0,9912.0,20
293,8486.0,9912.0,20
294,8486.0,9912.0,20
295,8486.0,9912.0,20
296,8486.0,9912.0,20
297,8486.0,9912.0,20
298,8486.0,9912.0,20
299,8486.0,9912.0,20
300,8486.0,9912.0,20
301,8486.0,9912.0,20
302,8486.0,9912.0,20
303,8486.0,9912.0,20
304,8486.0,9912.0,20
305,8486.0,9912.0,20
306,8486.0,9912.0,20
307,8486.0,9912.0,20
308,8486.0,9912.0,20
309,8486.0,9912.0,20
310,8486.0,9912.0,20
311,8486.0,9912.0,20
312,8486.0,9912.0,20
313,8486.0,9912.0,20
314,8486.0,9912.0,20
315,8486.0,9912.0,20
316,8486.0,9912.0,20
317,8486.0,9912.0,20
318,8486.0,9912.0,20
319,8486.0,9912.0,20
320,8486.0,9912.0,20
321,8486.0,9912.0,20
322,8486.0,9912.0,20
323,8486.0,9912.0,20
324,8486.0,9912.0,20
325,8486.0,9912.0,20
326,8486.0,9912.0,20
327,8486.0,9912.0,20
328,8486.0,9912.0,20
329,8486.0,9912.0,20
330,8486.0,9912.0,20
331,8486.0,9912.0,20
332,8486.0,9912.0,20
333,8486.0,9912.0,20
334,8486.0,9912.0,20
335,8486.0,9912.0,20
336,8486.0,9912.0,20
337,8486.0,9912.0,20
338,8486.0,9912.0,20
339,8486.0,9912.0,20
340,8486.0,9912.0,20
341,8486.0,9912.0,20
342,8486.0,9912.0,20
343,8486.0,9912.0,20
344,8486.0,9912.0,20
345,8486.0,9912.0,20
346,8486.0,9912.0,20
347,8486.0,9912.0,20
348,8486.0,9912.0,20
349,8486.0,9912.0,20
350,8486.0,9912.0,20
351,8486.0,9912.0,20
352,8486.0,9912.0,20
353,8486.0,9912.0,20
354,8486.0,9912.0,20
355,8486.0,9912.0,20
356,8486.0,9912.0,20
357,8486.0,9912.0,20
358,8486.0,9912.0,20
359,8486.0,9912.0,20
360,8486.0,9912.0,20
361,8486.0,9912.0,20
362,8486.0,9912.0,20
363,8486.0,9912.0,20
364,8486.0,9912.0,20
365,8486.0,9912.0,20
366,8486.0,9912.0,20
367,8486.0,9912.0,20
368,8486.0,9912.0,20
369,8486.0,9912.0,20
370,8486.0,9912.0,20
371,8486.0,9912.0,20
372,8486.0,9912.0,20
373,8486.0,9912.0,20
374,8486.0,9912.0,20
375,8486.0,9912.0,20
376,8486.0,9912.0,20
377,8486.0,9912.0,20
378,8486.0,9912.0,20
379,8486.0,9912.0,20
380,8486.0,9912.0,20
381,8486.0,9912.0,20
382,8486.0,9912.0,20
383,8486.0,9912.0,20
384,8486.0,9912.0,20
385,8486.0,9912.0,20
386,8486.0,9912.0,20
387,8486.0,9912.0,20
388,8486.0,9912.0,20
389,8486.0,9912.0,20
390,8486.0,9912.0,20
391,8486.0,9912.0,20
392,8486.0,9912.0,20
393,8486.0,9912.0,20
394,8486.0,9912.0,20
395,8486.0,9912.0,20
396,8486.0,9912.0,20
397,8486.0,9912.0,20
398,8486.0,9912.0,20
399,8486.0,9912.0,20
400,8486.0,9912.0,20
401,8486.0,9912.0,20
402,8486.0,9912.0,20
403,8486.0,9912.0,20
404,8486.0,9912.0,20
405,8486.0,9912.0,20
406,8486.0,9912.0,20
407,8486.0,9912.0,20
408,8486.0,9912.0,20
409,8486.0,9912.0,20
410,8486.0,9912.0,20
411,8486.0,9912.0,20
412,8486.0,9912.0,20
413,8486.0,9912.0,20
414,8486.0,9912.0,20
415,8486.0,9912.0,20
416,8486.0,9912.0,20
417,8486.0,9912.0,20
418,8486.0,9912.0,20
419,8486.0,9912.0,20
420,8486.0,9912.0,20
421,8486.0,9912.0,20
422,8486.0,9912.0,20
423,8486.0,9912.0,20
424,8486.0,9912.0,20
425,8486.0,9912.0,20
426,8486.0,9912.0,20
427,8486.0,9912.0,20
428,8486.0,9912.0,20
429,8486.0,9912.0,20
430,8486.0,9912.0,20
431,8486.0,9912.0,20
432,8486.0,9912.0,20
433,8486.0,9912.0,20
434,8486.0,9912.0,20
435,8486.0,9912.0,20
436,8486.0,9912.0,20
437,8486.0,9912.0,20
438,8486.0,9912.0,20
439,8486.0,9912.0,20
440,8486.0,9912.0,20
441,8486.0,9912.0,20
442,8486.0,9912.0,20
443,8486.0,9912.0,20
444,8486.0,9912.0,20
445,8486.0,9912.0,20
446,8486.0,9912.0,20
447,8486.0,9912.0,20
448,8486.0,9912.0,20
449,8486.0,9912.0,20
450,8486.0,9912.0,20
451,8486.0,9912.0,20
452,8486.0,9912.0,20
453,8486.0,9912.0,20
454,8486.0,9912.0,20
455,8486.0,9912.0,20
456,8486.0,9912.0,20
457,8486.0,9912.0,20
458,8486.0,9912.0,20
459,8486.0,9912.0,20
460,8486.0,9912.0,20
461,8486.0,9912.0,20
462,8486.0,9912.0,20
463,8486.0,9912.0,20
464,8486.0,9912.0,20
465,8486.0,9912.0,20
466,8486.0,9912.0,20
467,8486.0,9912.0,20
468,8486.0,9912.0,20
469,8486.0,9912.0,20
470,8486.0,9912.0,20
471,8486.0,9912.0,20
472,8486.0,9912.0,20
473,8486.0,9912.0,20
474,8486.0,9912.0,20
475,8486.0,9912.0,20
476,8486.0,9912.0,20
477,8486.0,9912.0,20
478,8486.0,9912.0,20
479,8486.0,9912.0,20
480,8486.0,9912.0,20
481,8486.0,9912.0,20
482,8486.0,9912.0,20
483,8486.0,9912.0,20
484,8486.0,9912.0,20
485,8486.0,9912.0,20
486,8486.0,9912.0,20
487,8486.0,9912.0,20
488,8486.0,9912.0,20
489,8486.0,9912.0,20
490,8486.0,9912.0,20
491,8486.0,9912.0,20
492,8486.0,9912.0,20
493,8486.0,9912.0,20
494,8486.0,9912.0,20
495,8486.0,9912.0,20
496,8486.0,9912.0,20
497,8486.0,9912.0,20
498,8486.0,9912.0,20
499,8486.0,9912.0,20
500,8486.0,9912.0,20
501,8486.0,9912.0,20
502,8486.0,9912.0,20
503,8486.0,9912.0,20
504,8486.0,9912.0,20
505,8486.0,9912.0,20
506,8486.0,9912.0,20
507,8486.0,9912.0,20
508,8486.0,9912.0,20
509,8486.0,9912.0,20
510,8486.0,9912.0,20
511,8486.0,9912.0,20
512,8486.0,9912.0,20
513,8486.0,9912.0,20
514,8486.0,9912.0,20
515,8486.0,9912.0,20
516,8486.0,9912.0,20
517,8486.0,9912.0,20
518,8486.0,9912.0,20
519,8486.0,9912.0,20
520,8486.0,9912.0,20
521,8486.0,9912.0,20
522,8486.0,9912.0,20
523,8486.0,9912.0,20
524,8486.0,9912.0,20
525,8486.0,9912.0,20
526,8486.0,9912.0,20
527,8486.0,9912.0,20
528,8486.0,9912.0,20
529,8486.0,9912.0,20
530,8486.0,9912.0,20
531,8486.0,9912.0,20
532,8486.0,9912.0,20
533,8486.0,9912.0,20
534,8486.0,9912.0,20
535,8486.0,9912.0,20
536,8486.0,9912.0,20
537,8486.0,9912.0,20
538,8486.0,9912.0,20
539,8486.0,9912.0,20
540,8486.0,9912.0,20
541,8486.0,9912.0,20
542,8486.0,9912.0,20
543,8486.0,9912.0,20
544,8486.0,9912.0,20
545,8486.0,9912.0,20
546,8486.0,9912.0,20
547,8486.0,9912.0,20
548,8486.0,9912.0,20
549,8486.0,9912.0,20
550,8486.0,9912.0,20
551,8486.0,9912.0,20
552,8486.0,9912.0,20
553,8486.0,9912.0,20
554,8486.0,9912.0,20
555,8486.0,9912.0,20
556,8486.0,9912.0,20
557,8486.0,9912.0,20
558,8486.0,9912.0,20
559,8486.0,9912.0,20
560,8486.0,9912.0,20
561,8486.0,9912.0,20
562,8486.0,9912.0,20
563,8486.0,9912.0,20
564,8486.0,9912.0,20
565,8486.0,9912.0,20
566,8486.0,9912.0,20
567,8486.0,9912.0,20
568,8486.0,9912.0,20
569,8486.0,9912.0,20
570,8486.0,9912.0,20
571,8486.0,9912.0,20
572,8486.0,9912.0,20
573,8486.0,9912.0,20
574,8486.0,9912.0,20
575,8486.0,9912.0,20
576,8486.0,9912.0,20
577,8486.0,9912.0,20
578,8486.0,9912.0,20
579,8486.0,9912.0,20
580,8486.0,9912.0,20
581,8486.0,9912.0,20
582,8486.0,9912.0,20
583,8486.0,9912.0,20
584,8486.0,9912.0,20
585,8486.0,9912.0,20
586,8486.0,9912.0,20
587,8486.0,9912.0,20
588,8486.0,9912.0,20
589,8486.0,9912.0,20
590,8486.0,9912.0,20
591,8486.0,9912.0,20
592,8486.0,9912.0,20
593,8486.0,9912.0,20
594,8486.0,9912.0,20
595,8486.0,9912.0,20
596,8486.0,9912.0,20
597,8486.0,9912.0,20
598,8486.0,9912.0,20
599,8486.0,9912.0,20
600,8486.0,9912.0,20
601,8486.0,9912.0,20
602,8486.0,9912.0,20
603,8486.0,9912.0,20
604,8486.0,9912.0,20
605,8486.0,9912.0,20
606,8486.0,9912.0,20
607,8486.0,9912.0,20
608,8486.0,9912.0,20
609,8486.0,9912.0,20
610,8486.0,9912.0,20
611,8486.0,9912.0,20
612,8486.0,9912.0,20
613,8486.0,9912.0,20
614,8486.0,9912.0,20
615,8486.0,9912.0,20
616,8486.0,9912.0,20
617,8486.0,9912.0,20
618,8486.0,9912.0,20
619,8486.0,9912.0,20
620,8486.0,9912.0,20
621,8486.0,9912.0,20
622,8486.0,9912.0,20
623,8486.0,9912.0,20
624,8486.0,9912.0,20
625,8486.0,9912.0,20
626,8486.0,9912.0,20
627,8486.0,9912.0,20
628,8486.0,9912.0,20
629,8486.0,9912.0,20
630,8486.0,9912.0,20
631,8486.0,9912.0,20
632,8486.0,9912.0,20
633,8486.0,9912.0,20
634,8486.0,9912.0,20
635,8486.0,9912.0,20
636,8486.0,9912.0,20
637,8486.0,9912.0,20
638,8486.0,9912.0,20
639,8486.0,9912.0,20
640,8486.0,9912.0,20
641,8486.0,9912.0,20
642,8486.0,9912.0,20
643,8486.0,9912.0,20
644,8486.0,9912.0,20
645,8486.0,9912.0,20
646,8486.0,9912.0,20
647,8486.0,9912.0,20
648,8486.0,9912.0,20
649,8486.0,9912.0,20
650,8486.0,9912.0,20
651,8486.0,9912.0,20
652,8486.0,9912.0,20
653,8486.0,9912.0,20
654,8486.0,9912.0,20
655,8486.0,9912.0,20
656,8486.0,9912.0,20
657,8486.0,9912.0,20
658,8486.0,9912.0,20
659,8486.0,9912.0,20
660,8486.0,9912.0,20
661,8486.0,9912.0,20
662,8486.0,9912.0,20
663,8486.0,9912.0,20
664,8486.0,9912.0,20
665,8486.0,9912.0,20
666,8486.0,9912.0,20
667,8486.0,9912.0,20
668,8486.0,9912.0,20
669,8486.0,9912.0,20
670,8486.0,9912.0,20
671,8486.0,9912.0,20
672,8486.0,9912.0,20
673,8486.0,9912.0,20
674,8486.0,9912.0,20
675,8486.0,9912.0,20
676,8486.0,9912.0,20
677,8486.0,9912.0,20
678,8486.0,9912.0,20
679,8486.0,9912.0,20
680,8486.0,9912.0,20
681,8486.0,9912.0,20
682,8486.0,9912.0,20
683,8486.0,9912.0,20
684,8486.0,9912.0,20
685,8486.0,9912.0,20
686,8486.0,9912.0,20
687,8486.0,9912.0,20
688,8486.0,9912.0,20
689,8486.0,9912.0,20
690,8486.0,9912.0,20
691,8486.0,9912.0,20
692,8486.0,9912.0,20
693,8486.0,9912.0,20
694,8486.0,9912.0,20
695,8486.0,9912.0,20
696,8486.0,9912.0,20
697,8486.0,9912.0,20
698,8486.0,9912.0,20
699,8486.0,9912.0,20
700,8486.0,9912.0,20
701,8486.0,9912.0,20
702,8486.0,9912.0,20
703,8486.0,9912.0,20
704,8486.0,9912.0,20
705,8486.0,9912.0,20
706,8486.0,9912.0,20
707,8486.0,9912.0,20
708,8486.0,9912.0,20
709,8486.0,9912.0,20
710,8486.0,9912.0,20
711,8486.0,9912.0,20
712,8486.0,9912.0,20
713,8486.0,9912.0,20
714,8486.0,9912.0,20
715,8486.0,9912.0,20
716,8486.0,9912.0,20
717,8486.0,9912.0,20
718,8486.0,9912.0,20
719,8486.0,9912.0,20
720,8486.0,9912.0,20
721,8486.0,9912.0,20
722,8486.0,9912.0,20
723,8486.0,9912.0,20
724,8486.0,9912.0,20
725,8486.0,9912.0,20
726,8486.0,9912.0,20
727,8486.0,9912.0,20
728,8486.0,9912.0,20
729,8486.0,9912.0,20
730,8486.0,9912.0,20
731,8486.0,9912.0,20
732,8486.0,9912.0,20
733,8486.0,9912.0,20
734,8486.0,9912.0,20
735,8486.0,9912.0,20
736,8486.0,9912.0,20
737,8486.0,9912.0,20
738,8486.0,9912.0,20
739,8486.0,9912.0,20
740,8486.0,9912.0,20
741,8486.0,9912.0,20
742,8486.0,9912.0,20
743,8486.0,9912.0,20
744,8486.0,9912.0,20
745,8486.0,9912.0,20
746,8486.0,9912.0,20
747,8486.0,9912.0,20
748,8486.0,9912.0,20
749,8486.0,9912.0,20
750,8486.0,9912.0,20
751,8486.0,9912.0,20
752,8486.0,9912.0,20
753,8486.0,9912.0,20
754,8486.0,9912.0,20
755,8486.0,9912.0,20
756,8486.0,9912.0,20
757,8486.0,9912.0,20
758,8486.0,9912.0,20
759,8486.0,9912.0,20
760,8486.0,9912.0,20
761,8486.0,9912.0,20
762,8486.0,9912.0,20
763,8486.0,9912.0,20
764,8486.0,9912.0,20
765,8486.0,9912.0,20
766,8486.0,9912.0,20
767,8486.0,9912.0,20
768,8486.0,9912.0,20
769,8486.0,9912.0,20
770,8486.0,9912.0,20
771,8486.0,9912.0,20
772,8486.0,9912.0,20
773,8486.0,9912.0,20
774,8486.0,9912.0,20
775,8486.0,9912.0,20
776,8486.0,9912.0,20
777,8486.0,9912.0,20
778,8486.0,9912.0,20
779,8486.0,9912.0,20
780,8486.0,9912.0,20
781,8486.0,9912.0,20
782,8486.0,9912.0,20
783,8486.0,9912.0,20
784,8486.0,9912.0,20
785,8486.0,9912.0,20
786,8486.0,9912.0,20
787,8486.0,9912.0,20
788,8486.0,9912.0,20
789,8486.0,9912.0,20
790,8486.0,9912.0,20
791,8486.0,9912.0,20
792,8486.0,9912.0,20
793,8486.0,9912.0,20
794,8486.0,9912.0,20
795,8486.0,9912.0,20
796,8486.0,9912.0,20
797,8486.0,9912.0,20
798,8486.0,9912.0,20
799,8486.0,9912.0,20
800,8486.0,9912.0,20
801,8486.0,9912.0,20
802,8486.0,9912.0,20
803,8486.0,9912.0,20
804,8486.0,9912.0,20
805,8486.0,9912.0,20
806,8486.0,9912.0,20
807,8486.0,9912.0,20
808,8486.0,9912.0,20
809,8486.0,9912.0,20
810,8486.0,9912.0,20
811,8486.0,9912.0,20
812,8486.0,9912.0,20
813,8486.0,9912.0,20
814,8486.0,9912.0,20
815,8486.0,9912.0,20
816,8486.0,9912.0,20
817,8486.0,9912.0,20
818,8486.0,9912.0,20
819,8486.0,9912.0,20
820,8486.0,9912.0,20
821,8486.0,9912.0,20
822,8486.0,9912.0,20
823,8486.0,9912.0,20
824,8486.0,9912.0,20
825,8486.0,9912.0,20
826,8486.0,9912.0,20
827,8486.0,9912.0,20
828,8486.0,9912.0,20
829,8486.0,9912.0,20
830,8486.0,9912.0,20
831,8486.0,9912.0,20
832,8486.0,9912.0,20
833,8486.0,9912.0,20
834,8486.0,9912.0,20
835,8486.0,9912.0,20
836,8486.0,9912.0,20
837,8486.0,9912.0,20
838,8486.0,9912.0,20
839,8486.0,9912.0,20
840,8486.0,9912.0,20
841,8486.0,9912.0,20
842,8486.0,9912.0,20
843,8486.0,9912.0,20
844,8486.0,9912.0,20
845,8486.0,9912.0,20
846,8486.0,9912.0,20
847,8486.0,9912.0,20
848,8486.0,9912.0,20
849,8486.0,9912.0,20
850,8486.0,9912.0,20
851,8486.0,9912.0,20
852,8486.0,9912.0,20
853,8486.0,9912.0,20
854,8486.0,9912.0,20
855,8486.0,9912.0,20
856,8486.0,9912.0,20
857,8486.0,9912.0,20
858,8486.0,9912.0,20
859,8486.0,9912.0,20
860,8486.0,9912.0,20
861,8486.0,9912.0,20
862,8486.0,9912.0,20
863,8486.0,9912.0,20
864,8486.0,9912.0,20
865,8486.0,9912.0,20
866,8486.0,9912.0,20
867,8486.0,9912.0,20
868,8486.0,9912.0,20
869,8486.0,9912.0,20
870,8486.0,9912.0,20
871,8486.0,9912.0,20
872,8486.0,9912.0,20
873,8486.0,9912.0,20
874,8486.0,9912.0,20
875,8486.0,9912.0,20
876,8486.0,9912.0,20
877,8486.0,9912.0,20
878,8486.0,9912.0,20
879,8486.0,9912.0,20
880,8486.0,9912.0,20
881,8486.0,9912.0,20
882,8486.0,9912.0,20
883,8486.0,9912.0,20
884,8486.0,9912.0,20
885,8486.0,9912.0,20
886,8486.0,9912.0,20
887,8486.0,9912.0,20
888,8486.0,9912.0,20
889,8486.0,9912.0,20
890,8486.0,9912.0,20
891,8486.0,9912.0,20
892,8486.0,9912.0,20
893,8486.0,9912.0,20
894,8486.0,9912.0,20
895,8486.0,9912.0,20
896,8486.0,9912.0,20
897,8486.0,9912.0,20
898,8486.0,9912.0,20
899,8486.0,9912.0,20
900,8486.0,9912.0,20
901,8486.0,9912.0,20
902,8486.0,9912.0,20
903,8486.0,9912.0,20
904,8486.0,9912.0,20
905,8486.0,9912.0,20
906,8486.0,9912.0,20
907,8486.0,9912.0,20
908,8486.0,9912.0,20
909,8486.0,9912.0,20
910,8486.0,9912.0,20
911,8486.0,9912.0,20
912,8486.0,9912.0,20
913,8486.0,9912.0,20
914,8486.0,9912.0,20
915,8486.0,9912.0,20
916,8486.0,9912.0,20
917,8486.0,9912.0,20
918,8486.0,9912.0,20
919,8486.0,9912.0,20
920,8486.0,9912.0,20
921,8486.0,9912.0,20
922,8486.0,9912.0,20
923,8486.0,9912.0,20
924,8486.0,9912.0,20
925,8486.0,9912.0,20
926,8486.0,9912.0,20
927,8486.0,9912.0,20
928,8486.0,9912.0,20
929,8486.0,9912.0,20
930,8486.0,9912.0,20
931,8486.0,9912.0,20
932,8486.0,9912.0,20
933,8486.0,9912.0,20
934,8486.0,9912.0,20
935,8486.0,9912.0,20
936,8486.0,9912.0,20
937,8486.0,9912.0,20
938,8486.0,9912.0,20
939,8486.0,9912.0,20
940,8486.0,9912.0,20
941,8486.0,9912.0,20
942,8486.0,9912.0,20
943,8486.0,9912.0,20
944,8486.0,9912.0,20
945,8486.0,9912.0,20
946,8486.0,9912.0,20
947,8486.0,9912.0,20
948,8486.0,9912.0,20
949,8486.0,9912.0,20
950,8486.0,9912.0,20
951,8486.0,9912.0,20
952,8486.0,9912.0,20
953,8486.0,9912.0,20
954,8486.0,9912.0,20
955,8486.0,9912.0,20
956,8486.0,9912.0,20
957,8486.0,9912.0,20
958,8486.0,9912.0,20
959,8486.0,9912.0,20
960,8486.0,9912.0,20
961,8486.0,9912.0,20
962,8486.0,9912.0,20
963,8486.0,9912.0,20
964,8486.0,9912.0,20
965,8486.0,9912.0,20
966,8486.0,9912.0,20
967,8486.0,9912.0,20
968,8486.0,9912.0,20
969,8486.0,9912.0,20
970,8486.0,9912.0,20
971,8486.0,9912.0,20
972,8486.0,9912.0,20
973,8486.0,9912.0,20
974,8486.0,9912.0,20
975,8486.0,9912.0,20
976,8486.0,9912.0,20
977,8486.0,9912.0,20
978,8486.0,9912.0,20
979,8486.0,9912.0,20
980,8486.0,9912.0,20
981,8486.0,9912.0,20
982,8486.0,9912.0,20
983,8486.0,9912.0,20
984,8486.0,9912.0,20
985,8486.0,9912.0,20
986,8486.0,9912.0,20
987,8486.0,9912.0,20
988,8486.0,9912.0,20
989,8486.0,9912.0,20
990,8486.0,9912.0,20
991,8486.0,9912.0,20
992,8486.0,9912.0,20
993,8486.0,9912.0,20
994,8486.0,9912.0,20
995,8486.0,9912.0,20
996,8486.0,9912.0,20
